[['2, k, 0', [-0.1771124, 0.07736035, 1.0]], ['2, k, 1', [-0.1671286, 0.3995754, 1.0]], ['2, k, 2', [-0.1554371, 0.7077508, 1.0]], ['2, k, 3', [-0.1629854, 0.8479918, 1.0]], ['2, k, 4', [-0.3342767, 0.5859808, 1.0]], ['2, k, 5', [-0.3992905, 0.3337906, 1.0]], ['2, k, 6', [-0.3794124, 0.09901603, 1.0]], ['2, k, 7', [-0.3615683, 0.03092598, 1.0]], ['2, k, 8', [0.02144319, 0.6177605, 1.0]], ['2, k, 9', [0.08456162, 0.3426634, 1.0]], ['2, k, 10', [0.1159117, 0.1137812, 1.0]], ['2, k, 11', [0.1369458, 0.07127684, 1.0]], ['2, k, 12', [-0.2533886, 0.07697546, 1.0]], ['2, k, 13', [-0.311402, -0.3792857, 1.0]], ['2, k, 14', [-0.3624165, -0.7126673, 1.0]], ['2, k, 15', [-0.3926987, -0.7556632, 1.0]], ['2, k, 16', [-0.09435885, 0.0748427, 1.0]], ['2, k, 17', [-0.09252954, -0.3537278, 1.0]], ['2, k, 18', [-0.1337031, -0.6984282, 1.0]], ['2, k, 19', [-0.02762423, -0.747693, 1.0]], ['2, k, 20', [-0.15859, 0.6327223, 1.0]], ['2, k, 21', [-0.3701833, -0.03992803, 1.0]], ['2, k, 22', [-0.3306806, 0.007972344, 1.0]], ['2, k, 23', [0.1512323, -0.005729869, 1.0]], ['2, k, 24', [0.150348, 0.08719586, 1.0]]]
[['2, k, 0', [-0.1740717, 0.06945165, 1.0]], ['2, k, 1', [-0.1794844, 0.406448, 1.0]], ['2, k, 2', [-0.1835093, 0.7287781, 1.0]], ['2, k, 3', [-0.1903589, 0.8759519, 1.0]], ['2, k, 4', [-0.3390515, 0.5682872, 1.0]], ['2, k, 5', [-0.4496041, 0.4009359, 1.0]], ['2, k, 6', [-0.2764663, 0.5400925, 1.0]], ['2, k, 7', [-0.2511868, 0.6030923, 1.0]], ['2, k, 8', [-0.01166703, 0.6150848, 1.0]], ['2, k, 9', [0.05819919, 0.3218416, 1.0]], ['2, k, 10', [0.1184497, 0.09871611, 1.0]], ['2, k, 11', [0.1430132, 0.06921272, 1.0]], ['2, k, 12', [-0.2493598, 0.06544729, 1.0]], ['2, k, 13', [-0.3082076, -0.3786768, 1.0]], ['2, k, 14', [-0.358158, -0.7131703, 1.0]], ['2, k, 15', [-0.3919785, -0.7537721, 1.0]], ['2, k, 16', [-0.09248228, 0.0707742, 1.0]], ['2, k, 17', [-0.09558322, -0.3625157, 1.0]], ['2, k, 18', [-0.1387895, -0.7031693, 1.0]], ['2, k, 19', [-0.03813849, -0.7480829, 1.0]], ['2, k, 20', [-0.1826935, 0.6502422, 1.0]], ['2, k, 21', [-0.2103074, 0.6519526, 1.0]], ['2, k, 22', [-0.2834594, 0.644016, 1.0]], ['2, k, 23', [0.1612735, -0.003569241, 1.0]], ['2, k, 24', [0.1488293, 0.06400783, 1.0]]]
[['2, k, 0', [-0.1740913, 0.06923865, 1.0]], ['2, k, 1', [-0.1790072, 0.406219, 1.0]], ['2, k, 2', [-0.1819677, 0.7286367, 1.0]], ['2, k, 3', [-0.1903558, 0.8759852, 1.0]], ['2, k, 4', [-0.3389866, 0.5680968, 1.0]], ['2, k, 5', [-0.4522868, 0.4035682, 1.0]], ['2, k, 6', [-0.2787173, 0.5414899, 1.0]], ['2, k, 7', [-0.2501846, 0.602295, 1.0]], ['2, k, 8', [-0.01183144, 0.614912, 1.0]], ['2, k, 9', [0.05813816, 0.323663, 1.0]], ['2, k, 10', [0.1180234, 0.1004328, 1.0]], ['2, k, 11', [0.1413771, 0.07076272, 1.0]], ['2, k, 12', [-0.2493827, 0.06504959, 1.0]], ['2, k, 13', [-0.3082496, -0.37836, 1.0]], ['2, k, 14', [-0.3578593, -0.7127628, 1.0]], ['2, k, 15', [-0.3920627, -0.7539167, 1.0]], ['2, k, 16', [-0.09249511, 0.0706985, 1.0]], ['2, k, 17', [-0.09453626, -0.3625236, 1.0]], ['2, k, 18', [-0.1389111, -0.7036964, 1.0]], ['2, k, 19', [-0.0404215, -0.7473561, 1.0]], ['2, k, 20', [-0.181496, 0.6500682, 1.0]], ['2, k, 21', [-0.204375, 0.6505695, 1.0]], ['2, k, 22', [-0.2808819, 0.6440695, 1.0]], ['2, k, 23', [0.1751276, 0.01297973, 1.0]], ['2, k, 24', [0.09525611, 0.04903688, 1.0]]]
[['2, k, 0', [-0.1742231, 0.0689683, 1.0]], ['2, k, 1', [-0.178619, 0.4062192, 1.0]], ['2, k, 2', [-0.1808294, 0.7290635, 1.0]], ['2, k, 3', [-0.190161, 0.8766336, 1.0]], ['2, k, 4', [-0.3390535, 0.5665514, 1.0]], ['2, k, 5', [-0.4556173, 0.4080372, 1.0]], ['2, k, 6', [-0.2793638, 0.5438589, 1.0]], ['2, k, 7', [-0.2496689, 0.6032399, 1.0]], ['2, k, 8', [-0.01185944, 0.6152096, 1.0]], ['2, k, 9', [0.0576209, 0.3241847, 1.0]], ['2, k, 10', [0.1174776, 0.1009576, 1.0]], ['2, k, 11', [0.1438987, 0.06893037, 1.0]], ['2, k, 12', [-0.2494522, 0.06466047, 1.0]], ['2, k, 13', [-0.3084341, -0.3782016, 1.0]], ['2, k, 14', [-0.357548, -0.7122851, 1.0]], ['2, k, 15', [-0.3915459, -0.7532882, 1.0]], ['2, k, 16', [-0.09267797, 0.07056274, 1.0]], ['2, k, 17', [-0.09470369, -0.3627093, 1.0]], ['2, k, 18', [-0.1391756, -0.7035941, 1.0]], ['2, k, 19', [-0.03761356, -0.747795, 1.0]], ['2, k, 20', [-0.1805798, 0.6503672, 1.0]], ['2, k, 21', [-0.2014232, 0.647513, 1.0]], ['2, k, 22', [-0.2821384, 0.6476518, 1.0]], ['2, k, 23', [0.1556927, -0.01326936, 1.0]], ['2, k, 24', [0.09391356, 0.07120877, 1.0]]]
[['2, k, 0', [-0.174102, 0.06887915, 1.0]], ['2, k, 1', [-0.1780978, 0.406325, 1.0]], ['2, k, 2', [-0.1798444, 0.7294966, 1.0]], ['2, k, 3', [-0.1902586, 0.8769227, 1.0]], ['2, k, 4', [-0.338928, 0.5657693, 1.0]], ['2, k, 5', [-0.458444, 0.4106613, 1.0]], ['2, k, 6', [-0.2844323, 0.5456129, 1.0]], ['2, k, 7', [-0.2488014, 0.6007833, 1.0]], ['2, k, 8', [-0.01187316, 0.6153022, 1.0]], ['2, k, 9', [0.05763827, 0.3234792, 1.0]], ['2, k, 10', [0.1175291, 0.1002857, 1.0]], ['2, k, 11', [0.142676, 0.0680035, 1.0]], ['2, k, 12', [-0.2493171, 0.06451643, 1.0]], ['2, k, 13', [-0.3086224, -0.3777538, 1.0]], ['2, k, 14', [-0.3575109, -0.7120573, 1.0]], ['2, k, 15', [-0.3915609, -0.7531177, 1.0]], ['2, k, 16', [-0.09256863, 0.07056216, 1.0]], ['2, k, 17', [-0.09451059, -0.362838, 1.0]], ['2, k, 18', [-0.1373808, -0.7002481, 1.0]], ['2, k, 19', [-0.03819685, -0.7475533, 1.0]], ['2, k, 20', [-0.1797093, 0.6507136, 1.0]], ['2, k, 21', [-0.199594, 0.6428205, 1.0]], ['2, k, 22', [-0.2754358, 0.6444882, 1.0]], ['2, k, 23', [0.1734864, 0.0006206512, 1.0]], ['2, k, 24', [0.1506837, 0.06255083, 1.0]]]
[['2, k, 0', [-0.1739916, 0.06847409, 1.0]], ['2, k, 1', [-0.1777463, 0.4062756, 1.0]], ['2, k, 2', [-0.1791892, 0.7298784, 1.0]], ['2, k, 3', [-0.1900714, 0.8773322, 1.0]], ['2, k, 4', [-0.3387023, 0.5640439, 1.0]], ['2, k, 5', [-0.4609832, 0.4133959, 1.0]], ['2, k, 6', [-0.2857146, 0.5458862, 1.0]], ['2, k, 7', [-0.2481351, 0.5969184, 1.0]], ['2, k, 8', [-0.01183733, 0.6151568, 1.0]], ['2, k, 9', [0.05770988, 0.3224169, 1.0]], ['2, k, 10', [0.1176171, 0.09923138, 1.0]], ['2, k, 11', [0.1421342, 0.06815878, 1.0]], ['2, k, 12', [-0.2491937, 0.064021, 1.0]], ['2, k, 13', [-0.3079438, -0.3764835, 1.0]], ['2, k, 14', [-0.3575476, -0.7120038, 1.0]], ['2, k, 15', [-0.3915411, -0.7531251, 1.0]], ['2, k, 16', [-0.09247319, 0.07027093, 1.0]], ['2, k, 17', [-0.09408493, -0.3631183, 1.0]], ['2, k, 18', [-0.1378295, -0.7005768, 1.0]], ['2, k, 19', [-0.03765979, -0.7469022, 1.0]], ['2, k, 20', [-0.1791348, 0.6509715, 1.0]], ['2, k, 21', [-0.1979995, 0.639071, 1.0]], ['2, k, 22', [-0.2740964, 0.6384225, 1.0]], ['2, k, 23', [0.1724681, 0.006925635, 1.0]], ['2, k, 24', [0.0966435, 0.04815626, 1.0]]]
[['2, k, 0', [-0.1740182, 0.06821217, 1.0]], ['2, k, 1', [-0.178435, 0.4061064, 1.0]], ['2, k, 2', [-0.1820778, 0.7297499, 1.0]], ['2, k, 3', [-0.1901032, 0.8771925, 1.0]], ['2, k, 4', [-0.3385447, 0.5623351, 1.0]], ['2, k, 5', [-0.4626414, 0.4143611, 1.0]], ['2, k, 6', [-0.2602333, 0.5769207, 1.0]], ['2, k, 7', [-0.2501949, 0.5932063, 1.0]], ['2, k, 8', [-0.01201585, 0.6148772, 1.0]], ['2, k, 9', [0.05743247, 0.3233332, 1.0]], ['2, k, 10', [0.1167491, 0.09999471, 1.0]], ['2, k, 11', [0.1426715, 0.07027075, 1.0]], ['2, k, 12', [-0.2491596, 0.06372941, 1.0]], ['2, k, 13', [-0.3079543, -0.3764267, 1.0]], ['2, k, 14', [-0.3575385, -0.7120137, 1.0]], ['2, k, 15', [-0.3914057, -0.7531279, 1.0]], ['2, k, 16', [-0.0925559, 0.07006128, 1.0]], ['2, k, 17', [-0.09404399, -0.3632521, 1.0]], ['2, k, 18', [-0.1361536, -0.7025893, 1.0]], ['2, k, 19', [-0.03717955, -0.7471336, 1.0]], ['2, k, 20', [-0.1812751, 0.6508301, 1.0]], ['2, k, 21', [-0.1977741, 0.6334442, 1.0]], ['2, k, 22', [-0.2764601, 0.6372257, 1.0]], ['2, k, 23', [0.1745094, 0.01221561, 1.0]], ['2, k, 24', [0.1508106, 0.06356031, 1.0]]]
[['2, k, 0', [-0.174048, 0.06808215, 1.0]], ['2, k, 1', [-0.178874, 0.406335, 1.0]], ['2, k, 2', [-0.1832439, 0.7306066, 1.0]], ['2, k, 3', [-0.189933, 0.8771369, 1.0]], ['2, k, 4', [-0.3381357, 0.5604032, 1.0]], ['2, k, 5', [-0.4638133, 0.4147906, 1.0]], ['2, k, 6', [-0.258784, 0.576211, 1.0]], ['2, k, 7', [-0.2511292, 0.587727, 1.0]], ['2, k, 8', [-0.0117666, 0.6148283, 1.0]], ['2, k, 9', [0.05754837, 0.3218413, 1.0]], ['2, k, 10', [0.1163721, 0.09842293, 1.0]], ['2, k, 11', [0.1424852, 0.06745044, 1.0]], ['2, k, 12', [-0.2491171, 0.0635429, 1.0]], ['2, k, 13', [-0.3077196, -0.3757479, 1.0]], ['2, k, 14', [-0.3574975, -0.7119754, 1.0]], ['2, k, 15', [-0.3912132, -0.7534744, 1.0]], ['2, k, 16', [-0.09265698, 0.07000554, 1.0]], ['2, k, 17', [-0.09395315, -0.3633341, 1.0]], ['2, k, 18', [-0.135793, -0.7032095, 1.0]], ['2, k, 19', [-0.03824085, -0.7450583, 1.0]], ['2, k, 20', [-0.1822443, 0.6515056, 1.0]], ['2, k, 21', [-0.1991748, 0.6262571, 1.0]], ['2, k, 22', [-0.2775154, 0.6340616, 1.0]], ['2, k, 23', [0.1613033, -0.005825012, 1.0]], ['2, k, 24', [0.1871444, 0.07020115, 1.0]]]
[['2, k, 0', [-0.1741225, 0.06800283, 1.0]], ['2, k, 1', [-0.1793397, 0.406522, 1.0]], ['2, k, 2', [-0.1842248, 0.7311665, 1.0]], ['2, k, 3', [-0.1898108, 0.8769202, 1.0]], ['2, k, 4', [-0.3376789, 0.5589712, 1.0]], ['2, k, 5', [-0.4645859, 0.4153976, 1.0]], ['2, k, 6', [-0.2932111, 0.5388744, 1.0]], ['2, k, 7', [-0.2539973, 0.5789709, 1.0]], ['2, k, 8', [-0.01195446, 0.6148509, 1.0]], ['2, k, 9', [0.05737214, 0.3233739, 1.0]], ['2, k, 10', [0.1156852, 0.09981412, 1.0]], ['2, k, 11', [0.1423929, 0.068216, 1.0]], ['2, k, 12', [-0.2491027, 0.06347916, 1.0]], ['2, k, 13', [-0.3078932, -0.3757836, 1.0]], ['2, k, 14', [-0.3582828, -0.7125573, 1.0]], ['2, k, 15', [-0.3915782, -0.7539591, 1.0]], ['2, k, 16', [-0.09285329, 0.06992383, 1.0]], ['2, k, 17', [-0.0940965, -0.3634597, 1.0]], ['2, k, 18', [-0.1361543, -0.7035732, 1.0]], ['2, k, 19', [-0.03815363, -0.7458633, 1.0]], ['2, k, 20', [-0.1831066, 0.651974, 1.0]], ['2, k, 21', [-0.2019845, 0.6182439, 1.0]], ['2, k, 22', [-0.2781917, 0.6219947, 1.0]], ['2, k, 23', [0.1634771, -0.003402777, 1.0]], ['2, k, 24', [0.1836477, 0.06858016, 1.0]]]
[['2, k, 0', [-0.173863, 0.06782142, 1.0]], ['2, k, 1', [-0.1794742, 0.4068775, 1.0]], ['2, k, 2', [-0.1848164, 0.7323753, 1.0]], ['2, k, 3', [-0.1897243, 0.8766493, 1.0]], ['2, k, 4', [-0.3373244, 0.5576982, 1.0]], ['2, k, 5', [-0.4582478, 0.4111475, 1.0]], ['2, k, 6', [-0.292937, 0.535401, 1.0]], ['2, k, 7', [-0.2571797, 0.567759, 1.0]], ['2, k, 8', [-0.01212817, 0.6147428, 1.0]], ['2, k, 9', [0.05675212, 0.3350409, 1.0]], ['2, k, 10', [0.1123821, 0.1106936, 1.0]], ['2, k, 11', [0.1432979, 0.07006302, 1.0]], ['2, k, 12', [-0.2487323, 0.0631722, 1.0]], ['2, k, 13', [-0.3078999, -0.3754952, 1.0]], ['2, k, 14', [-0.3588581, -0.7132785, 1.0]], ['2, k, 15', [-0.3917474, -0.7540045, 1.0]], ['2, k, 16', [-0.09269696, 0.06988788, 1.0]], ['2, k, 17', [-0.09400739, -0.3639401, 1.0]], ['2, k, 18', [-0.1364513, -0.7039322, 1.0]], ['2, k, 19', [-0.03710107, -0.7462165, 1.0]], ['2, k, 20', [-0.1835818, 0.6529392, 1.0]], ['2, k, 21', [-0.2113973, 0.605241, 1.0]], ['2, k, 22', [-0.2855474, 0.6137491, 1.0]], ['2, k, 23', [0.1751618, 0.007189438, 1.0]], ['2, k, 24', [0.1800797, 0.07754158, 1.0]]]
[['2, k, 0', [-0.1740487, 0.0681044, 1.0]], ['2, k, 1', [-0.179789, 0.4075855, 1.0]], ['2, k, 2', [-0.1850025, 0.7333695, 1.0]], ['2, k, 3', [-0.1895962, 0.8764144, 1.0]], ['2, k, 4', [-0.3368963, 0.5584456, 1.0]], ['2, k, 5', [-0.4566089, 0.4109877, 1.0]], ['2, k, 6', [-0.297491, 0.5195406, 1.0]], ['2, k, 7', [-0.2628214, 0.5550979, 1.0]], ['2, k, 8', [-0.01229559, 0.6150526, 1.0]], ['2, k, 9', [0.05706103, 0.3273358, 1.0]], ['2, k, 10', [0.1144611, 0.1035358, 1.0]], ['2, k, 11', [0.1424923, 0.06921575, 1.0]], ['2, k, 12', [-0.2488308, 0.0634556, 1.0]], ['2, k, 13', [-0.3079778, -0.3754784, 1.0]], ['2, k, 14', [-0.3589088, -0.7129904, 1.0]], ['2, k, 15', [-0.3918434, -0.7537128, 1.0]], ['2, k, 16', [-0.0929855, 0.07016186, 1.0]], ['2, k, 17', [-0.0940316, -0.3638376, 1.0]], ['2, k, 18', [-0.1365447, -0.7041762, 1.0]], ['2, k, 19', [-0.03282455, -0.7475005, 1.0]], ['2, k, 20', [-0.1838318, 0.6538824, 1.0]], ['2, k, 21', [-0.2112904, 0.5960289, 1.0]], ['2, k, 22', [-0.2955777, 0.5999827, 1.0]], ['2, k, 23', [0.1641496, -0.01412359, 1.0]], ['2, k, 24', [0.119941, 0.0652843, 1.0]]]
[['2, k, 0', [-0.1740675, 0.06836607, 1.0]], ['2, k, 1', [-0.1800971, 0.4077605, 1.0]], ['2, k, 2', [-0.185679, 0.7329859, 1.0]], ['2, k, 3', [-0.1897937, 0.8756734, 1.0]], ['2, k, 4', [-0.3366178, 0.5598359, 1.0]], ['2, k, 5', [-0.4545237, 0.4109932, 1.0]], ['2, k, 6', [-0.3027605, 0.5037975, 1.0]], ['2, k, 7', [-0.2731268, 0.5341834, 1.0]], ['2, k, 8', [-0.01188365, 0.6153269, 1.0]], ['2, k, 9', [0.05704107, 0.3273309, 1.0]], ['2, k, 10', [0.1142286, 0.1034883, 1.0]], ['2, k, 11', [0.1427344, 0.06764999, 1.0]], ['2, k, 12', [-0.2487864, 0.06380357, 1.0]], ['2, k, 13', [-0.3079835, -0.3754552, 1.0]], ['2, k, 14', [-0.3585734, -0.7124779, 1.0]], ['2, k, 15', [-0.3916858, -0.7534472, 1.0]], ['2, k, 16', [-0.09305744, 0.07035875, 1.0]], ['2, k, 17', [-0.09376447, -0.3641291, 1.0]], ['2, k, 18', [-0.1369287, -0.704434, 1.0]], ['2, k, 19', [-0.03225381, -0.748433, 1.0]], ['2, k, 20', [-0.1844219, 0.6537029, 1.0]], ['2, k, 21', [-0.2216795, 0.5717278, 1.0]], ['2, k, 22', [-0.308473, 0.5720899, 1.0]], ['2, k, 23', [0.1661459, -0.006309505, 1.0]], ['2, k, 24', [0.162883, 0.05922534, 1.0]]]
[['2, k, 0', [-0.1742115, 0.0686169, 1.0]], ['2, k, 1', [-0.1808954, 0.4075063, 1.0]], ['2, k, 2', [-0.1873813, 0.731268, 1.0]], ['2, k, 3', [-0.1900577, 0.8748521, 1.0]], ['2, k, 4', [-0.3366109, 0.5614961, 1.0]], ['2, k, 5', [-0.4530151, 0.4068805, 1.0]], ['2, k, 6', [-0.3148504, 0.4831471, 1.0]], ['2, k, 7', [-0.287685, 0.5107225, 1.0]], ['2, k, 8', [-0.01154046, 0.6155578, 1.0]], ['2, k, 9', [0.05697281, 0.3273429, 1.0]], ['2, k, 10', [0.1146516, 0.103614, 1.0]], ['2, k, 11', [0.1432531, 0.06965168, 1.0]], ['2, k, 12', [-0.2488638, 0.06408953, 1.0]], ['2, k, 13', [-0.3079825, -0.3753072, 1.0]], ['2, k, 14', [-0.3585424, -0.7123989, 1.0]], ['2, k, 15', [-0.3913706, -0.753653, 1.0]], ['2, k, 16', [-0.09325212, 0.07057816, 1.0]], ['2, k, 17', [-0.09426741, -0.3629751, 1.0]], ['2, k, 18', [-0.1374295, -0.7042639, 1.0]], ['2, k, 19', [-0.03411654, -0.7470006, 1.0]], ['2, k, 20', [-0.1858996, 0.6524437, 1.0]], ['2, k, 21', [-0.2382886, 0.5442061, 1.0]], ['2, k, 22', [-0.3266861, 0.5441542, 1.0]], ['2, k, 23', [0.1712262, 0.009512068, 1.0]], ['2, k, 24', [0.1331104, 0.04772691, 1.0]]]
[['2, k, 0', [-0.1742267, 0.06840568, 1.0]], ['2, k, 1', [-0.1813876, 0.4063559, 1.0]], ['2, k, 2', [-0.1882915, 0.7290413, 1.0]], ['2, k, 3', [-0.1906132, 0.8744867, 1.0]], ['2, k, 4', [-0.332348, 0.5572297, 1.0]], ['2, k, 5', [-0.4558714, 0.3999214, 1.0]], ['2, k, 6', [-0.3323463, 0.4572699, 1.0]], ['2, k, 7', [-0.3050091, 0.4850015, 1.0]], ['2, k, 8', [-0.01116352, 0.6155305, 1.0]], ['2, k, 9', [0.05757614, 0.3245493, 1.0]], ['2, k, 10', [0.1155917, 0.1009605, 1.0]], ['2, k, 11', [0.1427513, 0.06845147, 1.0]], ['2, k, 12', [-0.2487233, 0.0638517, 1.0]], ['2, k, 13', [-0.308047, -0.3754483, 1.0]], ['2, k, 14', [-0.358372, -0.7120765, 1.0]], ['2, k, 15', [-0.3912465, -0.753536, 1.0]], ['2, k, 16', [-0.09335833, 0.07038505, 1.0]], ['2, k, 17', [-0.09420328, -0.3634856, 1.0]], ['2, k, 18', [-0.1371086, -0.7021224, 1.0]], ['2, k, 19', [-0.03297712, -0.7481389, 1.0]], ['2, k, 20', [-0.1867328, 0.6504734, 1.0]], ['2, k, 21', [-0.2618281, 0.5116197, 1.0]], ['2, k, 22', [-0.3440095, 0.5230669, 1.0]], ['2, k, 23', [0.1757514, 0.01162942, 1.0]], ['2, k, 24', [0.1803925, 0.07472232, 1.0]]]
[['2, k, 0', [-0.1743653, 0.06858516, 1.0]], ['2, k, 1', [-0.1819854, 0.4061685, 1.0]], ['2, k, 2', [-0.1892136, 0.728281, 1.0]], ['2, k, 3', [-0.1914449, 0.8737605, 1.0]], ['2, k, 4', [-0.3287385, 0.5597414, 1.0]], ['2, k, 5', [-0.4572857, 0.3883797, 1.0]], ['2, k, 6', [-0.345736, 0.43889, 1.0]], ['2, k, 7', [-0.3255887, 0.4578526, 1.0]], ['2, k, 8', [-0.01059548, 0.6159735, 1.0]], ['2, k, 9', [0.0575111, 0.3249581, 1.0]], ['2, k, 10', [0.1155359, 0.1013638, 1.0]], ['2, k, 11', [0.1424938, 0.06869039, 1.0]], ['2, k, 12', [-0.2486784, 0.06424139, 1.0]], ['2, k, 13', [-0.3081171, -0.3755538, 1.0]], ['2, k, 14', [-0.3586254, -0.7127431, 1.0]], ['2, k, 15', [-0.3914824, -0.7541276, 1.0]], ['2, k, 16', [-0.09363354, 0.07051254, 1.0]], ['2, k, 17', [-0.09422715, -0.3631821, 1.0]], ['2, k, 18', [-0.1383568, -0.7026445, 1.0]], ['2, k, 19', [-0.03305141, -0.747546, 1.0]], ['2, k, 20', [-0.187595, 0.6498575, 1.0]], ['2, k, 21', [-0.2862853, 0.4785202, 1.0]], ['2, k, 22', [-0.3646266, 0.5007516, 1.0]], ['2, k, 23', [0.1770889, 0.007211346, 1.0]], ['2, k, 24', [0.1813291, 0.07152399, 1.0]]]
[['2, k, 0', [-0.1751512, 0.07112031, 1.0]], ['2, k, 1', [-0.1827568, 0.4068128, 1.0]], ['2, k, 2', [-0.190033, 0.7280224, 1.0]], ['2, k, 3', [-0.1916857, 0.8736585, 1.0]], ['2, k, 4', [-0.3343026, 0.5901143, 1.0]], ['2, k, 5', [-0.4515256, 0.3879107, 1.0]], ['2, k, 6', [-0.3625641, 0.4114372, 1.0]], ['2, k, 7', [-0.3441512, 0.4294765, 1.0]], ['2, k, 8', [-0.0103792, 0.6160368, 1.0]], ['2, k, 9', [0.05745656, 0.3252222, 1.0]], ['2, k, 10', [0.115782, 0.101699, 1.0]], ['2, k, 11', [0.1420824, 0.06745473, 1.0]], ['2, k, 12', [-0.2495245, 0.06785763, 1.0]], ['2, k, 13', [-0.3082551, -0.3756099, 1.0]], ['2, k, 14', [-0.3589135, -0.7132638, 1.0]], ['2, k, 15', [-0.3916982, -0.7545783, 1.0]], ['2, k, 16', [-0.09438016, 0.07225019, 1.0]], ['2, k, 17', [-0.09424205, -0.3631091, 1.0]], ['2, k, 18', [-0.1384577, -0.702511, 1.0]], ['2, k, 19', [-0.03197712, -0.746309, 1.0]], ['2, k, 20', [-0.1883817, 0.6498129, 1.0]], ['2, k, 21', [-0.3122278, 0.4420012, 1.0]], ['2, k, 22', [-0.3798798, 0.4698767, 1.0]], ['2, k, 23', [0.1675407, 0.00785583, 1.0]], ['2, k, 24', [0.1792146, 0.07186803, 1.0]]]
[['2, k, 0', [-0.175516, 0.072258, 1.0]], ['2, k, 1', [-0.1834378, 0.4071722, 1.0]], ['2, k, 2', [-0.191046, 0.7277175, 1.0]], ['2, k, 3', [-0.1918638, 0.8734431, 1.0]], ['2, k, 4', [-0.3352937, 0.5909859, 1.0]], ['2, k, 5', [-0.4460034, 0.3792388, 1.0]], ['2, k, 6', [-0.3776736, 0.3867182, 1.0]], ['2, k, 7', [-0.3641288, 0.4041418, 1.0]], ['2, k, 8', [-0.01020991, 0.6161956, 1.0]], ['2, k, 9', [0.05737799, 0.3253513, 1.0]], ['2, k, 10', [0.1157684, 0.1018355, 1.0]], ['2, k, 11', [0.1428161, 0.06845593, 1.0]], ['2, k, 12', [-0.2497976, 0.06925107, 1.0]], ['2, k, 13', [-0.3083116, -0.3756611, 1.0]], ['2, k, 14', [-0.3592565, -0.713289, 1.0]], ['2, k, 15', [-0.3923548, -0.7547134, 1.0]], ['2, k, 16', [-0.0948026, 0.07307985, 1.0]], ['2, k, 17', [-0.09418796, -0.3633863, 1.0]], ['2, k, 18', [-0.1385442, -0.7026849, 1.0]], ['2, k, 19', [-0.04483252, -0.7471332, 1.0]], ['2, k, 20', [-0.1893066, 0.6496845, 1.0]], ['2, k, 21', [-0.3350345, 0.4116558, 1.0]], ['2, k, 22', [-0.401003, 0.4412373, 1.0]], ['2, k, 23', [0.1690233, 0.004318415, 1.0]], ['2, k, 24', [0.1524176, 0.03006968, 1.0]]]
[['2, k, 0', [-0.1758163, 0.07307526, 1.0]], ['2, k, 1', [-0.1841388, 0.4073912, 1.0]], ['2, k, 2', [-0.1922049, 0.7273005, 1.0]], ['2, k, 3', [-0.1920119, 0.8733324, 1.0]], ['2, k, 4', [-0.3364692, 0.5912571, 1.0]], ['2, k, 5', [-0.4245781, 0.4016532, 1.0]], ['2, k, 6', [-0.3877101, 0.3632601, 1.0]], ['2, k, 7', [-0.381516, 0.3795867, 1.0]], ['2, k, 8', [-0.009657213, 0.6161618, 1.0]], ['2, k, 9', [0.05750892, 0.3240712, 1.0]], ['2, k, 10', [0.116172, 0.1006543, 1.0]], ['2, k, 11', [0.1429995, 0.06787778, 1.0]], ['2, k, 12', [-0.2500738, 0.07021093, 1.0]], ['2, k, 13', [-0.3084707, -0.3755601, 1.0]], ['2, k, 14', [-0.3595199, -0.7135755, 1.0]], ['2, k, 15', [-0.392745, -0.7548746, 1.0]], ['2, k, 16', [-0.09509502, 0.07366017, 1.0]], ['2, k, 17', [-0.09414324, -0.3642252, 1.0]], ['2, k, 18', [-0.1387469, -0.7029333, 1.0]], ['2, k, 19', [-0.04670673, -0.7474192, 1.0]], ['2, k, 20', [-0.1903448, 0.6494406, 1.0]], ['2, k, 21', [-0.3540331, 0.3825718, 1.0]], ['2, k, 22', [-0.414435, 0.4205537, 1.0]], ['2, k, 23', [0.1614258, -0.0009450717, 1.0]], ['2, k, 24', [0.128848, 0.06194473, 1.0]]]
